Time,Flow,LeaveTemp,EnterTemp,kWE
2022-03-22 09:59,14.30399895,12.09999084,12,7.278481013
2022-03-22 09:54,14.24905396,11.74999237,11.55000305,7.278481013
2022-03-22 09:49,13.69960403,11.8999939,11.6000061,7.278481013
2022-03-22 09:44,14.01095963,12.02999115,11.8500061,7.278481013
2022-03-22 09:39,14.52377892,11.99999237,11.90000916,7.278481013
2022-03-22 09:34,13.73623466,12.17999268,12,7.278481013
2022-03-22 09:29,14.04759026,12.17999268,12,7.278481013
2022-03-22 09:24,14.02927399,12.17999268,12,7.278481013
2022-03-22 09:19,14.04759026,12.21999359,12.05000305,7.341771791
2022-03-22 09:14,14.13916397,12.1499939,12.05000305,7.278481013
2022-03-22 09:09,14.06590462,12.0799942,11.95001221,7.278481013
2022-03-22 09:04,14.46883392,11.84999084,11.70001221,7.341771791
2022-03-22 08:59,14.13916397,11.67999268,11.55000305,7.278481013
2022-03-22 08:54,13.99264526,11.61999512,11.5,7.278481013
2022-03-22 08:49,13.95601463,11.69999695,11.45001221,7.278481013
2022-03-22 08:44,13.68128967,11.81999207,11.65000916,7.341771791
2022-03-22 08:39,14.23073959,11.8999939,11.75,7.278481013
2022-03-22 08:34,13.93770027,11.81999207,11.70001221,7.278481013
2022-03-22 08:29,14.06590462,11.77999115,11.70001221,7.278481013
2022-03-22 08:24,13.88275528,11.42999268,11.40000916,7.278481013
2022-03-22 08:19,14.08421898,11.3999939,11.20001221,7.278481013
2022-03-22 08:14,13.93770027,11.49999237,11.3500061,7.278481013
2022-03-22 08:09,13.86443901,11.3999939,11.3500061,7.278481013
2022-03-22 08:04,13.68128967,11.36999512,11.30000305,7.278481013
2022-03-22 07:59,14.24905396,11.51999664,11.30000305,7.278481013
2022-03-22 07:54,13.97432899,11.77999115,11.55000305,7.341771791
2022-03-22 07:49,13.86443901,11.71999359,11.65000916,7.278481013
2022-03-22 07:44,13.95601463,11.62999725,11.5,7.278481013
2022-03-22 07:39,13.99264526,11.72999573,11.5,7.278481013
2022-03-22 07:34,14.19410896,11.61999512,11.5,7.278481013
2022-03-22 07:29,13.95601463,11.47999573,11.25,7.341771791
2022-03-22 07:24,13.84612465,11.3999939,11.20001221,7.278481013
2022-03-22 07:19,14.1757946,11.29999542,11.25,7.278481013
2022-03-22 07:14,13.99264526,11.27999115,11.1000061,7.278481013
2022-03-22 07:09,13.86443901,11.44999695,11.3500061,7.278481013
2022-03-22 07:04,13.90106964,11.67999268,11.55000305,7.278481013
2022-03-22 06:59,14.23073959,11.77999115,11.55000305,7.278481013
2022-03-22 06:54,14.01095963,11.67999268,11.55000305,7.341771791
2022-03-22 06:49,14.12084961,11.66999054,11.55000305,7.341771791
2022-03-22 06:44,13.7728653,11.44999695,11.30000305,7.278481013
2022-03-22 06:39,14.23073959,11.52999115,11.45001221,7.278481013
2022-03-22 06:34,13.90106964,11.71999359,11.45001221,7.278481013
2022-03-22 06:29,12.94869041,12.04999542,11.80000305,7.278481013
