Time,Flow,EnterTemp,LeaveTemp
2022-03-23 11:39:00,19.790675610999998,12.029755535090192,5.69362816633932
2022-03-23 11:34:00,20.397052765,12.027698099075662,5.711587798986818
2022-03-23 11:29:00,21.366900465,11.882280213766908,5.966733085223089
2022-03-23 11:24:00,20.000329176999998,11.98225310987787,5.925760520298049
2022-03-23 11:19:00,18.737946136999998,12.04516935672425,5.966307381806163
2022-03-23 11:14:00,19.140812211,12.035436729762212,5.683140499584106
2022-03-23 11:09:00,20.347463834,11.831488312697203,5.6953074924906275
2022-03-23 11:04:00,19.555153778,11.839957480619058,6.054764295424064
2022-03-23 10:59:00,18.403744996,11.945498932118902,5.796352404899747
2022-03-23 10:54:00,19.170537296000003,11.890646374729924,5.591565280670804
2022-03-23 10:49:00,20.093254284999997,11.790404381107432,5.838686849213072
2022-03-23 10:44:00,18.682937581,11.937524196605528,5.931863083239101
2022-03-23 10:39:00,17.797535686,11.988486715307767,5.83307207652716
2022-03-23 10:34:00,18.879933656000002,11.744817189234315,5.486407853449208
2022-03-23 10:29:00,19.994714087000002,11.589589345077847,5.823852783155162
2022-03-23 10:24:00,19.33065935,11.788471646436095,5.883320578703832
2022-03-23 10:19:00,18.245561828,12.038341363737809,5.776660814053514
2022-03-23 10:14:00,18.637965225,11.792621151734865,5.691353697692381
2022-03-23 10:09:00,19.400412933,11.744372340094122,5.794270656944788
2022-03-23 10:04:00,18.636079416999998,11.692938152202013,5.788791199312257
2022-03-23 09:59:00,18.648445477,11.79652174988385,5.540597738103096
2022-03-23 09:54:00,20.291679251,11.687747296504464,5.784420975930573
2022-03-23 09:49:00,20.119008322,11.791043592197767,5.9107122919872745
2022-03-23 09:44:00,18.494338665,11.892262406055956,6.207198431672314
2022-03-23 09:39:00,16.600891763,12.056124310385846,6.110342416948233
2022-03-23 09:34:00,15.430488826,11.957216273823535,5.898375521374853
2022-03-23 09:29:00,16.223279635,11.658505881842093,5.649933557423391
2022-03-23 09:24:00,17.673637842,11.601201624676442,5.4735436666913095
2022-03-23 09:19:00,19.000989048,11.589994239919262,5.853237163606334
2022-03-23 09:14:00,18.291900331,11.842860289946188,6.039073989746542
2022-03-23 09:09:00,16.556425543,11.952734485655023,5.954858873570571
2022-03-23 09:04:00,15.600081176,12.055687864608203,5.8998464863674664
2022-03-23 08:59:00,17.323159893,11.798956794799926,5.700481279702663
